Annotation Cluster 1	EnrichmentScore:2.4406112796860997
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005576~extracellular region	18	35.294117647058826	3.961748182400492e-06	ENSG00000130203, ENSG00000095970, ENSG00000173391, ENSG00000110203, ENSG00000196154, ENSG00000130208, ENSG00000197766, ENSG00000115414, ENSG00000137642, ENSG00000010278, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000163563, ENSG00000085265, ENSG00000179163, ENSG00000106123	50	2119	20587	3.497555450684285	0.0005148956796183768	0.000515027263712064	0.050710376734726295
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	16	31.372549019607842	0.0003577432046609897	ENSG00000130203, ENSG00000095970, ENSG00000173391, ENSG00000110203, ENSG00000196154, ENSG00000130208, ENSG00000197766, ENSG00000115414, ENSG00000137642, ENSG00000010278, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000085265, ENSG00000106123	49	2133	17662	2.703789814097228	0.007485792250653267	0.0075126072978807835	0.7512607297880783
GOTERM_CC_DIRECT	GO:0005615~extracellular space	13	25.49019607843137	0.0016462719825692273	ENSG00000135218, ENSG00000130203, ENSG00000196154, ENSG00000197766, ENSG00000158488, ENSG00000115414, ENSG00000137642, ENSG00000010278, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000085265	50	1946	20587	2.7505755395683456	0.1928063809846019	0.053503839433499886	5.2680703442215275
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	19	37.254901960784316	0.009714706500094171	ENSG00000135218, ENSG00000095970, ENSG00000173391, ENSG00000110203, ENSG00000121807, ENSG00000158488, ENSG00000115414, ENSG00000137642, ENSG00000248487, ENSG00000010278, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000160593, ENSG00000085265, ENSG00000179163, ENSG00000010327, ENSG00000106123	50	4376	20516	1.7815539305301646	0.9815509179897202	1.0	100.0
UP_KW_PTM	KW-1015~Disulfide bond	19	37.254901960784316	0.024710577265316017	ENSG00000135218, ENSG00000095970, ENSG00000173391, ENSG00000110203, ENSG00000121807, ENSG00000197766, ENSG00000158488, ENSG00000155659, ENSG00000115414, ENSG00000137642, ENSG00000010278, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000160593, ENSG00000085265, ENSG00000010327, ENSG00000125740	44	3808	14104	1.5993601986249046	0.36261292038756276	0.39827098621556317	39.82709862155632
UP_KW_DOMAIN	KW-0732~Signal	18	35.294117647058826	0.029750619765790645	ENSG00000130203, ENSG00000095970, ENSG00000110203, ENSG00000130208, ENSG00000197766, ENSG00000158488, ENSG00000155659, ENSG00000115414, ENSG00000137642, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000160593, ENSG00000085265, ENSG00000179163, ENSG00000010327, ENSG00000106123	38	4357	14500	1.576410615706123	0.3247200393187262	0.3867580569552784	38.675805695527835
GOTERM_CC_DIRECT	GO:0070062~extracellular exosome	11	21.568627450980394	0.03387103376193151	ENSG00000010278, ENSG00000170458, ENSG00000130203, ENSG00000163453, ENSG00000163563, ENSG00000143878, ENSG00000196154, ENSG00000179163, ENSG00000197766, ENSG00000115414, ENSG00000137642	50	2219	20587	2.0410725552050475	0.9886612960072992	0.34787068746747846	34.251883073720954
UP_KW_PTM	KW-0325~Glycoprotein	21	41.17647058823529	0.052906967613501235	ENSG00000135218, ENSG00000130203, ENSG00000095970, ENSG00000173391, ENSG00000110203, ENSG00000121807, ENSG00000158488, ENSG00000115414, ENSG00000137642, ENSG00000248487, ENSG00000010278, ENSG00000113140, ENSG00000170458, ENSG00000169413, ENSG00000163453, ENSG00000143878, ENSG00000160593, ENSG00000085265, ENSG00000179163, ENSG00000010327, ENSG00000106123	44	4733	14104	1.422238441887713	0.6241041347843004	0.39827098621556317	39.82709862155632
Annotation Cluster 2	EnrichmentScore:2.341612972328916
