Annotation Cluster 1	EnrichmentScore:2.5815263635702292
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0045087~innate immune response	12	16.901408450704224	2.199593509964897e-06	ENSG00000139187, ENSG00000105851, ENSG00000239713, ENSG00000197540, ENSG00000183918, ENSG00000162739, ENSG00000243811, ENSG00000145220, ENSG00000100298, ENSG00000173457, ENSG00000124256, ENSG00000135114	60	617	19357	6.2745542949756885	0.0010069076634644514	0.0010074138275639227	0.09964158600140982
UP_KW_BIOLOGICAL_PROCESS	KW-0399~Innate immunity	10	14.084507042253522	9.065193369794603e-06	ENSG00000139187, ENSG00000239713, ENSG00000197540, ENSG00000183918, ENSG00000162739, ENSG00000243811, ENSG00000145220, ENSG00000100298, ENSG00000124256, ENSG00000135114	41	403	11248	6.807480481752708	0.00034441958338926604	0.00018662774788550542	0.01866277478855054
UP_KW_BIOLOGICAL_PROCESS	KW-0391~Immunity	14	19.718309859154928	9.822513046605549e-06	ENSG00000153563, ENSG00000105851, ENSG00000239713, ENSG00000197540, ENSG00000163508, ENSG00000183918, ENSG00000162739, ENSG00000243811, ENSG00000172116, ENSG00000135114, ENSG00000139187, ENSG00000145220, ENSG00000100298, ENSG00000124256	41	918	11248	4.18385674052819	0.00037318767708571787	0.00018662774788550542	0.01866277478855054
GOTERM_BP_DIRECT	GO:0080111~DNA demethylation	4	5.633802816901409	3.4402658833976965e-05	ENSG00000239713, ENSG00000163508, ENSG00000243811, ENSG00000100298	60	21	19357	61.45079365079364	0.015633201596613078	0.005252139248653817	0.5194801483930521
GOTERM_BP_DIRECT	GO:0070383~DNA cytosine deamination	3	4.225352112676056	0.00032430832176129245	ENSG00000239713, ENSG00000243811, ENSG00000100298	60	9	19357	107.53888888888889	0.13804938561253666	0.037133302841667985	3.6727917439466373
GOTERM_MF_DIRECT	GO:0047844~deoxycytidine deaminase activity	3	4.225352112676056	0.0004984702833093301	ENSG00000239713, ENSG00000243811, ENSG00000100298	65	10	18913	87.29076923076924	0.0762155697796163	0.05786834849297778	5.786834849297778
GOTERM_BP_DIRECT	GO:0009972~cytidine deamination	3	4.225352112676056	0.0005910759627125733	ENSG00000239713, ENSG00000243811, ENSG00000100298	60	12	19357	80.65416666666667	0.23722549472881294	0.04511879848705976	4.462623518479929
GOTERM_BP_DIRECT	GO:0016554~cytidine to uridine editing	3	4.225352112676056	0.0005910759627125733	ENSG00000239713, ENSG00000243811, ENSG00000100298	60	12	19357	80.65416666666667	0.23722549472881294	0.04511879848705976	4.462623518479929
GOTERM_MF_DIRECT	GO:0004126~cytidine deaminase activity	3	4.225352112676056	0.0007279037546286512	ENSG00000239713, ENSG00000243811, ENSG00000100298	65	12	18913	72.74230769230769	0.10932781744639108	0.05786834849297778	5.786834849297778
