Annotation Cluster 1	EnrichmentScore:2.7999625773281314
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_PTM	KW-0702~S-nitrosylation	6	18.181818181818183	1.8346801921883028e-07	ENSG00000111640, ENSG00000092820, ENSG00000026025, ENSG00000136810, ENSG00000096384, ENSG00000080824	32	60	14104	44.075	2.568549205994586e-06	2.752020288282454e-06	0.0002752020288282454
GOTERM_MF_DIRECT	GO:0097718~disordered domain specific binding	4	12.121212121212121	2.9832605193978175e-05	ENSG00000111640, ENSG00000092820, ENSG00000096384, ENSG00000080824	32	37	18913	63.895270270270274	0.0038113487274481495	0.0012728578216097354	0.10839179887145403
GOTERM_BP_DIRECT	GO:0050821~protein stabilization	4	12.121212121212121	0.00514826325054596	ENSG00000108518, ENSG00000111640, ENSG00000096384, ENSG00000080824	32	220	19357	10.998295454545454	0.8978599183661247	0.4932021425478805	49.32021425478805
GOTERM_CC_DIRECT	GO:0048471~perinuclear region of cytoplasm	6	18.181818181818183	0.005176417691005421	ENSG00000111640, ENSG00000092820, ENSG00000164104, ENSG00000197956, ENSG00000096384, ENSG00000080824	33	735	20587	5.0926406926406935	0.5361061571381553	0.06964634711534567	6.164642886561001
GOTERM_CC_DIRECT	GO:0016324~apical plasma membrane	4	12.121212121212121	0.02054667378621965	ENSG00000092820, ENSG00000051523, ENSG00000096384, ENSG00000080824	33	378	20587	6.601571268237936	0.9536985785185633	0.15000116905767324	13.277130504429186
GOTERM_CC_DIRECT	GO:0016323~basolateral plasma membrane	3	9.090909090909092	0.0553844207200986	ENSG00000092820, ENSG00000096384, ENSG00000080824	33	245	20587	7.638961038961039	0.9997823516437689	0.2826515264336067	25.01847970459627
UP_KW_LIGAND	KW-0547~Nucleotide-binding	6	18.181818181818183	0.15142277594766493	ENSG00000075624, ENSG00000123416, ENSG00000111640, ENSG00000184009, ENSG00000096384, ENSG00000080824	12	1858	6850	1.8433799784714748	0.8357122878992048	0.8328252677121571	83.28252677121571
Annotation Cluster 2	EnrichmentScore:2.742662084327751
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_CELLULAR_COMPONENT	KW-0963~Cytoplasm	22	66.66666666666666	3.5986671420392e-05	ENSG00000075624, ENSG00000108518, ENSG00000115738, ENSG00000111640, ENSG00000026025, ENSG00000205542, ENSG00000155307, ENSG00000138433, ENSG00000136810, ENSG00000197956, ENSG00000096384, ENSG00000100906, ENSG00000080824, ENSG00000197728, ENSG00000115053, ENSG00000034510, ENSG00000123416, ENSG00000185650, ENSG00000092820, ENSG00000142669, ENSG00000164104, ENSG00000184009	32	5561	17662	2.1835326380147455	0.0005756313639585509	0.000575786742726272	0.057578674272627195
GOTERM_CC_DIRECT	GO:0005634~nucleus	18	54.54545454545454	0.0036840027372298623	ENSG00000075624, ENSG00000108518, ENSG00000115738, ENSG00000111640, ENSG00000205542, ENSG00000155307, ENSG00000138433, ENSG00000136810, ENSG00000197956, ENSG00000096384, ENSG00000100906, ENSG00000080824, ENSG00000167996, ENSG00000115053, ENSG00000185650, ENSG00000164104, ENSG00000051523, ENSG00000184009	33	5991	20587	1.8743569900305002	0.42087631006348214	0.054523240511001964	4.826043585771119
UP_KW_CELLULAR_COMPONENT	KW-0539~Nucleus	16	48.484848484848484	0.04462231773315231	ENSG00000075624, ENSG00000115738, ENSG00000111640, ENSG00000026025, ENSG00000155307, ENSG00000138433, ENSG00000136810, ENSG00000197956, ENSG00000096384, ENSG00000100906, ENSG00000080824, ENSG00000115053, ENSG00000185650, ENSG00000013374, ENSG00000142669, ENSG00000164104	32	5695	17662	1.5506584723441617	0.5182724655105622	0.23798569457681232	23.798569457681232
Annotation Cluster 3	EnrichmentScore:2.6843252773717854
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0005856~cytoskeleton	7	21.21212121212121	0.00011631808770836269	ENSG00000034510, ENSG00000075624, ENSG00000108518, ENSG00000092820, ENSG00000026025, ENSG00000205542, ENSG00000184009	33	509	20587	8.57944871107936	0.017068728402771516	0.0034430153961675356	0.3047533897959102
GOTERM_MF_DIRECT	GO:0003785~actin monomer binding	3	9.090909090909092	0.0010991350274436068	ENSG00000034510, ENSG00000108518, ENSG00000205542	32	30	18913	59.103125	0.13130801003596815	0.023448213918796944	1.9967619665225527
UP_KW_MOLECULAR_FUNCTION	KW-0009~Actin-binding	3	9.090909090909092	0.06923502700391396	ENSG00000034510, ENSG00000108518, ENSG00000205542	19	284	11735	6.524277242401779	0.606522043349937	0.4500276755254407	45.00276755254407
Annotation Cluster 4	EnrichmentScore:2.424956226355057
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_PTM	KW-0702~S-nitrosylation	6	18.181818181818183	1.8346801921883028e-07	ENSG00000111640, ENSG00000092820, ENSG00000026025, ENSG00000136810, ENSG00000096384, ENSG00000080824	32	60	14104	44.075	2.568549205994586e-06	2.752020288282454e-06	0.0002752020288282454
KEGG_PATHWAY	hsa05418:Fluid shear stress and atherosclerosis	6	18.181818181818183	3.417288989955271e-05	ENSG00000075624, ENSG00000051523, ENSG00000136810, ENSG00000184009, ENSG00000096384, ENSG00000080824	24	139	8205	14.757194244604317	0.0035477331464696116	0.001184660183184494	0.10479686235862834
KEGG_PATHWAY	hsa04621:NOD-like receptor signaling pathway	5	15.151515151515152	0.0015520784369561964	ENSG00000051523, ENSG00000136810, ENSG00000096384, ENSG00000100906, ENSG00000080824	24	184	8205	9.29008152173913	0.1491688234125067	0.032283231488688884	2.8558243239994012
