Annotation Cluster 1	EnrichmentScore:2.136489344844466
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_MF_DIRECT	GO:0005125~cytokine activity	5	13.88888888888889	0.00037613502221517115	ENSG00000184371, ENSG00000130513, ENSG00000125735, ENSG00000136689, ENSG00000118785	35	192	18913	14.072172619047617	0.047371759603460295	0.02426070893287854	2.426070893287854
UP_KW_MOLECULAR_FUNCTION	KW-0202~Cytokine	5	13.88888888888889	0.000521022914805961	ENSG00000184371, ENSG00000130513, ENSG00000125735, ENSG00000106178, ENSG00000118785	24	196	11735	12.4734268707483	0.01294445778731057	0.013025572870149025	1.3025572870149025
GOTERM_CC_DIRECT	GO:0005615~extracellular space	11	30.555555555555557	0.0008735138758705363	ENSG00000184371, ENSG00000130513, ENSG00000125735, ENSG00000158485, ENSG00000175445, ENSG00000133048, ENSG00000136689, ENSG00000164687, ENSG00000106178, ENSG00000175899, ENSG00000118785	35	1946	20587	3.3248715313463517	0.052739863258156605	0.05415786030397325	5.415786030397325
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	11	30.555555555555557	0.004327127243108122	ENSG00000149294, ENSG00000184371, ENSG00000130513, ENSG00000125735, ENSG00000175445, ENSG00000133048, ENSG00000136689, ENSG00000164687, ENSG00000106178, ENSG00000175899, ENSG00000118785	34	2133	17662	2.6789388047764815	0.07106896439039179	0.07356116313283807	7.356116313283807
GOTERM_BP_DIRECT	GO:0006954~inflammatory response	5	13.88888888888889	0.004617542856967427	ENSG00000184371, ENSG00000133048, ENSG00000136689, ENSG00000106178, ENSG00000118785	33	414	19357	7.084248279900454	0.8451315707259032	0.9304348856789366	93.04348856789366
UP_SEQ_FEATURE	CARBOHYD:N-linked (GlcNAc...) asparagine	15	41.66666666666667	0.005108246111918775	ENSG00000149294, ENSG00000129353, ENSG00000130513, ENSG00000158485, ENSG00000112303, ENSG00000175445, ENSG00000133048, ENSG00000136689, ENSG00000134531, ENSG00000175899, ENSG00000145107, ENSG00000091409, ENSG00000184371, ENSG00000125735, ENSG00000106178	34	4376	20516	2.06836756640499	0.6162216740746252	0.9552420229288109	95.52420229288109
KEGG_PATHWAY	hsa04060:Cytokine-cytokine receptor interaction	5	13.88888888888889	0.008443263694343759	ENSG00000184371, ENSG00000130513, ENSG00000125735, ENSG00000136689, ENSG00000106178	24	295	8205	5.794491525423729	0.43339924970274835	0.5656986675210318	56.56986675210318
GOTERM_BP_DIRECT	GO:0007165~signal transduction	7	19.444444444444446	0.015756541138322616	ENSG00000165795, ENSG00000130513, ENSG00000125735, ENSG00000136689, ENSG00000143772, ENSG00000106178, ENSG00000118785	33	1259	19357	3.2613425758779218	0.9983391802630324	0.9497684757108559	94.97684757108559
GOTERM_CC_DIRECT	GO:0005576~extracellular region	9	25.0	0.01968772133232988	ENSG00000149294, ENSG00000184371, ENSG00000130513, ENSG00000175445, ENSG00000112303, ENSG00000133048, ENSG00000164687, ENSG00000175899, ENSG00000118785	35	2119	20587	2.4982538933459177	0.7085289509329831	0.327372943490699	32.7372943490699
UP_KW_PTM	KW-0325~Glycoprotein	17	47.22222222222222	0.019966797710109077	ENSG00000149294, ENSG00000129353, ENSG00000130513, ENSG00000158485, ENSG00000112303, ENSG00000175445, ENSG00000133048, ENSG00000136689, ENSG00000134531, ENSG00000175899, ENSG00000118785, ENSG00000145107, ENSG00000091409, ENSG00000184371, ENSG00000125735, ENSG00000169439, ENSG00000106178	31	4733	14104	1.6341541544270495	0.23063883478132385	0.2795351679415271	27.953516794152712
