Annotation Cluster 1	EnrichmentScore:10.733746767359925
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa00190:Oxidative phosphorylation	11	91.66666666666666	9.621126269503864e-19	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	134	8205	61.23134328358209	1.346957677730541e-17	1.346957677730541e-17	1.924225253900773e-16
UP_KW_CELLULAR_COMPONENT	KW-0999~Mitochondrion inner membrane	11	91.66666666666666	6.505615540704216e-18	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	342	17662	51.643274853801174	2.6022462162816865e-17	2.6022462162816865e-17	2.6022462162816867e-15
KEGG_PATHWAY	hsa05415:Diabetic cardiomyopathy	11	91.66666666666666	6.89838300007333e-17	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	203	8205	40.41871921182266	1.5543122344752192e-15	4.82886810005133e-16	6.8983830000733295e-15
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	11	91.66666666666666	1.8019222818867734e-16	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	223	8205	36.79372197309417	3.1086244689504383e-15	8.408970648804943e-16	1.8019222818867735e-14
KEGG_PATHWAY	hsa04714:Thermogenesis	11	91.66666666666666	2.6981417549513e-16	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	232	8205	35.366379310344826	3.1086244689504383e-15	9.44349614232955e-16	2.6981417549513e-14
GOTERM_CC_DIRECT	GO:0005743~mitochondrial inner membrane	11	91.66666666666666	4.752315371808686e-16	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	12	481	20587	39.23371448371448	7.993605777301127e-15	8.554167669255635e-15	6.653241520532162e-13
KEGG_PATHWAY	hsa05012:Parkinson disease	11	91.66666666666666	1.0865553708247453e-15	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	266	8205	30.845864661654133	1.554312234475219e-14	3.0423550383092866e-15	1.0865553708247453e-13
KEGG_PATHWAY	hsa05020:Prion disease	11	91.66666666666666	1.4151136360845078e-15	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	273	8205	30.05494505494506	2.020605904817785e-14	3.3019318175305183e-15	1.4151136360845077e-13
KEGG_PATHWAY	hsa05016:Huntington disease	11	91.66666666666666	4.511001898224245e-15	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	306	8205	26.81372549019608	6.372680161348399e-14	9.02200379644849e-15	4.5110018982242445e-13
UP_KW_DISEASE	KW-1274~Primary mitochondrial disease	11	91.66666666666666	1.5160396391880987e-14	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	194	4570	23.556701030927833	2.5857094243519896e-13	1.2886336933098838e-13	1.2886336933098838e-11
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis	11	91.66666666666666	2.6208807509930174e-14	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	364	8205	22.541208791208792	3.668176873361517e-13	4.5865413142377804e-14	2.6208807509930175e-12
KEGG_PATHWAY	hsa05010:Alzheimer disease	11	91.66666666666666	4.5039166325084425e-14	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	384	8205	21.3671875	6.31050767196939e-13	7.006092539457578e-14	4.5039166325084425e-12
KEGG_PATHWAY	hsa05022:Pathways of neurodegeneration - multiple diseases	11	91.66666666666666	3.947601649146995e-13	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	476	8205	17.237394957983195	5.527134305793879e-12	5.526642308805792e-13	3.947601649146995e-11
UP_KW_CELLULAR_COMPONENT	KW-0496~Mitochondrion	11	91.66666666666666	5.554621521296767e-12	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	1327	17662	13.309721175584023	2.2218671347218333e-11	1.1109243042593533e-11	1.1109243042593534e-09
GOTERM_CC_DIRECT	GO:0005739~mitochondrion	11	91.66666666666666	2.8060239097545048e-11	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	12	1440	20587	13.105150462962964	5.05083974644549e-10	1.5679001879722288e-10	1.2194779239784003e-08
KEGG_PATHWAY	hsa01100:Metabolic pathways	11	91.66666666666666	5.332305148403224e-08	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	1541	8205	5.324464633354964	7.465224626246325e-07	6.78657018887683e-08	5.332305148403224e-06
UP_KW_BIOLOGICAL_PROCESS	KW-0813~Transport	10	83.33333333333334	2.7887143220499173e-07	ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	10	2106	11248	5.3409306742640075	1.6732274265018887e-06	5.577428644099835e-07	5.577428644099835e-05
UP_SEQ_FEATURE	TRANSMEM:Helical	11	91.66666666666666	1.50292235347732e-06	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	5371	20516	3.8197728542170917	4.658954264180615e-05	9.318118591559383e-06	0.0009318118591559383
GOTERM_CC_DIRECT	GO:0016021~integral component of membrane	11	91.66666666666666	1.2726476429539744e-05	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	12	5395	20587	3.49794562866852	0.00022905179704435508	3.661216149985441e-05	0.0028476125610997875
UP_KW_DOMAIN	KW-1133~Transmembrane helix	11	91.66666666666666	0.00011122823110989966	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	5837	14500	2.4841528182285417	0.0003336475795475691	0.00014493082043639852	0.01238437243730203
UP_KW_DOMAIN	KW-0812~Transmembrane	11	91.66666666666666	0.0001238437243730203	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	5900	14500	2.457627118644068	0.00037148516321428016	0.00014493082043639852	0.01238437243730203
UP_KW_DOMAIN	KW-0732~Signal	10	83.33333333333334	0.00014493082043639852	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	4357	14500	3.025434514991549	0.00043472944952538395	0.00014493082043639852	0.014493082043639851
UP_KW_CELLULAR_COMPONENT	KW-0472~Membrane	11	91.66666666666666	0.0004777070394171735	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	8224	17662	2.1476167315175094	0.0019094593695823114	0.000636942719222898	0.0636942719222898
UP_KW_DISEASE	KW-0225~Disease variant	11	91.66666666666666	0.1187931009094822	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198899, ENSG00000198804, ENSG00000198727	11	3694	4570	1.23714131023281	0.8835004877928485	0.28849753078017104	28.849753078017105
Annotation Cluster 2	EnrichmentScore:10.030441700358969
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_BIOLOGICAL_PROCESS	KW-0679~Respiratory chain	9	75.0	9.212152542780285e-18	ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198804, ENSG00000198727	10	67	11248	151.09253731343284	5.527291525668171e-17	5.527291525668171e-17	5.52729152566817e-15
UP_KW_MOLECULAR_FUNCTION	KW-1278~Translocase	9	75.0	2.5838628679150057e-16	ENSG00000198938, ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198804	10	104	11735	101.55288461538463	2.220446049250313e-16	5.167725735830011e-16	5.1677257358300114e-14
UP_KW_LIGAND	KW-0830~Ubiquinone	8	66.66666666666666	4.750504565026313e-16	ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198888, ENSG00000198804, ENSG00000198727	9	36	6850	169.1358024691358	3.9968028886505635e-15	4.275454108523682e-15	3.800403652021051e-13
UP_KW_BIOLOGICAL_PROCESS	KW-0249~Electron transport	9	75.0	6.68878419767607e-16	ENSG00000212907, ENSG00000198763, ENSG00000198840, ENSG00000198886, ENSG00000198786, ENSG00000198712, ENSG00000198888, ENSG00000198804, ENSG00000198727	10	112	11248	90.38571428571429	3.9968028886505635e-15	2.006635259302821e-15	2.0066352593028212e-13
