Annotation Cluster 1	EnrichmentScore:3.491766540485896
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	SITE:(Microbial infection) Cleavage; by N.americanus apr-2	3	25.0	5.130866700913338e-07	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	3	20516	2051.6	3.59154311422305e-05	3.590789640599398e-05	0.0035907896405993982
UP_SEQ_FEATURE	CARBOHYD:N-linked (Glc) (glycation) lysine; alternate	3	25.0	1.0259398973141137e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	4	20516	1538.7	7.181325095251267e-05	3.590789640599398e-05	0.0035907896405993982
GOTERM_BP_DIRECT	GO:0030185~nitric oxide transport	3	25.0	1.4937058155689304e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	9	5	19357	1290.4666666666665	0.00015682692914431584	0.0001568391106347377	0.01568391106347377
UP_SEQ_FEATURE	SITE:Not glycated	3	25.0	3.5883395653738213e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	7	20516	879.2571428571429	0.00025115267612851877	8.372792319205582e-05	0.008372792319205583
UP_SEQ_FEATURE	CARBOHYD:N-linked (Glc) (glycation) lysine	3	25.0	7.684052362190746e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	10	20516	615.48	0.0005377410973292918	0.00013447091633833806	0.013447091633833806
UP_KW_BIOLOGICAL_PROCESS	KW-0561~Oxygen transport	3	25.0	8.6197077150646e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	5	14	11248	482.0571428571428	4.309779558797633e-05	4.3098538575323e-05	0.004309853857532299
GOTERM_MF_DIRECT	GO:0031720~haptoglobin binding	3	25.0	9.04044127828067e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	10	18913	567.39	0.00038866518227298474	0.00019436948748303442	0.018080882556561338
GOTERM_MF_DIRECT	GO:0043177~organic acid binding	3	25.0	9.04044127828067e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	10	18913	567.39	0.00038866518227298474	0.00019436948748303442	0.018080882556561338
GOTERM_CC_DIRECT	GO:0031838~haptoglobin-hemoglobin complex	3	25.0	9.32489443332597e-06	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	11	20587	561.4636363636364	0.00037292796148979956	0.0003083594045482455	0.030835940454824552
UP_KW_PTM	KW-0971~Glycation	3	25.0	1.173973962125164e-05	ENSG00000206172, ENSG00000244734, ENSG00000188536	7	13	14104	464.96703296703294	8.217528315390688e-05	9.391791697001312e-05	0.009391791697001313
GOTERM_BP_DIRECT	GO:0015670~carbon dioxide transport	3	25.0	1.356745927780285e-05	ENSG00000206172, ENSG00000244734, ENSG00000188536	9	14	19357	460.8809523809524	0.0014235786374869885	0.000625931590044456	0.0625931590044456
GOTERM_CC_DIRECT	GO:0005833~hemoglobin complex	3	25.0	1.5417970227412275e-05	ENSG00000206172, ENSG00000244734, ENSG00000188536	10	14	20587	441.15	0.0006165334285337387	0.0003083594045482455	0.030835940454824552
INTERPRO	IPR000971:Globin	3	25.0	1.6009627651114956e-05	ENSG00000206172, ENSG00000244734, ENSG00000188536	9	15	19139	425.3111111111111	0.00041616702943969575	0.00013875010630966293	0.013875010630966293
INTERPRO	IPR009050:Globin-like	3	25.0	1.6009627651114956e-05	ENSG00000206172, ENSG00000244734, ENSG00000188536	9	15	19139	425.3111111111111	0.00041616702943969575	0.00013875010630966293	0.013875010630966293
