Annotation Cluster 1	EnrichmentScore:9.643745646406195
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KW_LIGAND	KW-0104~Cadmium	7	30.434782608695656	3.073003833759247e-16	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	11	10	6850	435.90909090909093	2.9976021664879227e-15	2.7657034503833222e-15	2.4584030670073974e-13
INTERPRO	IPR018064:Metallothionein, vertebrate, metal binding site	7	30.434782608695656	3.6610695446489647e-16	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	11	19139	553.6074380165289	1.2656542480726785e-14	1.3912064269666066e-14	1.3912064269666066e-12
UP_SEQ_FEATURE	REGION:Alpha	7	30.434782608695656	6.396152699454702e-16	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	21	13	20516	526.051282051282	5.728750807065808e-14	2.750345660765522e-14	2.750345660765522e-12
UP_SEQ_FEATURE	REGION:Beta	7	30.434782608695656	6.396152699454702e-16	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	21	13	20516	526.051282051282	5.728750807065808e-14	2.750345660765522e-14	2.750345660765522e-12
GOTERM_BP_DIRECT	GO:0071248~cellular response to metal ion	7	30.434782608695656	1.2685630627296211e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	13	19357	473.77272727272725	2.5768276401549883e-13	2.676668062359501e-13	2.41026981918628e-11
INTERPRO	IPR000006:Metallothionein, vertebrate	7	30.434782608695656	2.374100896271711e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	14	19139	434.9772727272727	8.859579736508749e-14	3.0048358846350495e-14	3.0048358846350494e-12
INTERPRO	IPR003019:Metallothionein superfamily, eukaryotic	7	30.434782608695656	3.953731427151381e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	15	19139	405.9787878787879	1.5187850976872141e-13	3.0048358846350495e-14	3.0048358846350494e-12
INTERPRO	IPR017854:Metallothionein domain	7	30.434782608695656	3.953731427151381e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	15	19139	405.9787878787879	1.5187850976872141e-13	3.0048358846350495e-14	3.0048358846350494e-12
INTERPRO	IPR023587:Metallothionein domain, vertebrate	7	30.434782608695656	3.953731427151381e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	15	19139	405.9787878787879	1.5187850976872141e-13	3.0048358846350495e-14	3.0048358846350494e-12
UP_KW_LIGAND	KW-0480~Metal-thiolate cluster	7	30.434782608695656	4.384122956909006e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	11	14	6850	311.3636363636363	3.8968828164342995e-14	1.9728553306090527e-14	1.7536491827636022e-12
GOTERM_BP_DIRECT	GO:0010273~detoxification of copper ion	7	30.434782608695656	9.12068348247553e-15	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	17	19357	362.2967914438503	1.920907877206446e-12	9.622321074011685e-13	8.664649308351755e-11
GOTERM_BP_DIRECT	GO:0045926~negative regulation of growth	7	30.434782608695656	1.9964339221954512e-14	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	19	19357	324.1602870813397	4.2166270475263445e-12	1.4041585252774673e-12	1.2644081507237858e-10
GOTERM_BP_DIRECT	GO:0071294~cellular response to zinc ion	7	30.434782608695656	1.2993083807589155e-13	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	25	19357	246.36181818181817	2.740807580892124e-11	6.853851708503279e-12	6.171714808604848e-10
GOTERM_BP_DIRECT	GO:0071280~cellular response to copper ion	7	30.434782608695656	2.7595029191857166e-13	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	28	19357	219.9659090909091	5.823630466750274e-11	1.1645102318963724e-11	1.0486111092905722e-09
GOTERM_BP_DIRECT	GO:0071276~cellular response to cadmium ion	7	30.434782608695656	1.692664212601367e-12	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	37	19357	166.46068796068795	3.571483109254814e-10	5.952535814314807e-11	5.360103339904329e-09
GOTERM_BP_DIRECT	GO:0006882~cellular zinc ion homeostasis	7	30.434782608695656	2.008733286229883e-12	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	38	19357	162.08014354066984	4.238412953938564e-10	6.054896048492933e-11	5.452276062623968e-09
KEGG_PATHWAY	hsa04978:Mineral absorption	7	30.434782608695656	2.9833279382162584e-09	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	20	60	8205	47.8625	1.1933310972711553e-07	1.1933311752865034e-07	1.073998057757853e-05
UP_KW_LIGAND	KW-0186~Copper	6	26.08695652173913	3.101069992956123e-08	ENSG00000205358, ENSG00000205364, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	11	74	6850	50.49140049140049	2.790962644327877e-07	9.30320997886837e-08	8.269519981216329e-06
GOTERM_MF_DIRECT	GO:0008270~zinc ion binding	8	34.78260869565217	3.951797754176962e-05	ENSG00000205358, ENSG00000074410, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	23	870	18913	7.561419290354823	0.0021317375666839444	0.0007113235957518532	0.06718056182100836
UP_KW_LIGAND	KW-0862~Zinc	8	34.78260869565217	0.03477990872822842	ENSG00000205358, ENSG00000074410, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	11	2525	6850	1.9729972997299732	0.272827947215299	0.07825479463851395	6.955981745645684
GOTERM_CC_DIRECT	GO:0005737~cytoplasm	11	47.82608695652174	0.05267740704516517	ENSG00000129355, ENSG00000133392, ENSG00000019169, ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000153823, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	23	5634	20587	1.7475961167446097	0.8788236389485216	0.7333010633531636	73.33010633531636
GOTERM_MF_DIRECT	GO:0046872~metal ion binding	7	30.434782608695656	0.07979487193667054	ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	23	2677	18913	2.1502168228549157	0.9887857288201918	0.6155604406543156	58.13626383957424
GOTERM_CC_DIRECT	GO:0005634~nucleus	9	39.130434782608695	0.2951081309162581	ENSG00000129355, ENSG00000205358, ENSG00000205364, ENSG00000125148, ENSG00000135047, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	23	5991	20587	1.344647405891446	0.9999988066233401	1.0	100.0
UP_KW_LIGAND	KW-0479~Metal-binding	8	34.78260869565217	0.33505998834147965	ENSG00000205358, ENSG00000074410, ENSG00000205364, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	11	3978	6850	1.252342428813017	0.9745878037746473	0.6031079790146634	53.60959813463675
UP_KW_PTM	KW-0007~Acetylation	7	30.434782608695656	0.4159299943105064	ENSG00000129355, ENSG00000205358, ENSG00000125148, ENSG00000187193, ENSG00000198417, ENSG00000125144, ENSG00000169715	22	3468	14104	1.2940127922826885	0.9603000989403582	0.7278774900433862	72.78774900433862
UP_KW_PTM	KW-0597~Phosphoprotein	7	30.434782608695656	0.9988756651691366	ENSG00000133392, ENSG00000205358, ENSG00000125148, ENSG00000153823, ENSG00000187193, ENSG00000198417, ENSG00000125144	22	8328	14104	0.5388612348266527	1.0	1.0	100.0
Annotation Cluster 2	EnrichmentScore:3.7385958337112895
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
SMART	SM00199:SCY	6	26.08695652173913	7.460028790846921e-10	ENSG00000108688, ENSG00000108700, ENSG00000163739, ENSG00000163734, ENSG00000163735, ENSG00000108691	13	43	10374	111.34883720930233	7.460029260997203e-09	7.46002879084692e-09	7.46002879084692e-07
INTERPRO	IPR001811:Chemokine interleukin-8-like domain	6	26.08695652173913	1.2673485918845022e-09	ENSG00000108688, ENSG00000108700, ENSG00000163739, ENSG00000163734, ENSG00000163735, ENSG00000108691	22	46	19139	113.47233201581028	4.8159244148138214e-08	8.02654108193518e-09	8.02654108193518e-07
GOTERM_MF_DIRECT	GO:0008009~chemokine activity	6	26.08695652173913	2.6764034664150976e-09	ENSG00000108688, ENSG00000108700, ENSG00000163739, ENSG00000163734, ENSG00000163735, ENSG00000108691	23	50	18913	98.67652173913044	1.4452577512535925e-07	1.4452578718641528e-07	1.3649657678716999e-05
