Annotation Cluster 1	EnrichmentScore:3.048287133132121
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_CC_DIRECT	GO:0044194~cytolytic granule	4	8.695652173913043	1.5929452280870807e-06	ENSG00000115523, ENSG00000100453, ENSG00000105374, ENSG00000180644	42	12	20587	163.38888888888889	0.00013220581927442243	0.0001322144539312277	0.013221445393122769
UP_KW_BIOLOGICAL_PROCESS	KW-0204~Cytolysis	4	8.695652173913043	5.199868238691854e-06	ENSG00000145649, ENSG00000100453, ENSG00000105374, ENSG00000180644	23	18	11248	108.67632850241546	0.00011959012896478605	0.00011959696948991265	0.011959696948991265
GOTERM_BP_DIRECT	GO:0019835~cytolysis	4	8.695652173913043	1.2030296854901443e-05	ENSG00000145649, ENSG00000100453, ENSG00000105374, ENSG00000180644	39	23	19357	86.31884057971014	0.0047646693578097254	0.004776027851395873	0.47519672576860694
BIOCARTA	h_setPathway:Granzyme A mediated Apoptosis Pathway	3	6.521739130434782	0.0014657251128185158	ENSG00000145649, ENSG00000100453, ENSG00000180644	10	11	1623	44.26363636363636	0.03882963720687149	0.03810885293328141	3.8108852933281407
UP_KW_CELLULAR_COMPONENT	KW-0458~Lysosome	4	8.695652173913043	0.053066688514800515	ENSG00000100453, ENSG00000105374, ENSG00000174080, ENSG00000180644	40	386	17662	4.575647668393783	0.5339081341714902	0.7429336392072072	74.29336392072072
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	4	8.695652173913043	0.11485647436733444	ENSG00000145649, ENSG00000120899, ENSG00000100453, ENSG00000180644	39	605	19357	3.281542699724518	1.0	1.0	99.74747474747475
UP_KW_CELLULAR_COMPONENT	KW-0964~Secreted	6	13.043478260869565	0.5158109346103308	ENSG00000145649, ENSG00000168792, ENSG00000143185, ENSG00000115523, ENSG00000100453, ENSG00000180644	40	2133	17662	1.242053445850914	0.999961076697317	1.0	100.0
Annotation Cluster 2	EnrichmentScore:2.7007121697345453
Category	Term	Count	%	Pvalue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007166~cell surface receptor signaling pathway	7	15.217391304347828	3.626873081708249e-05	ENSG00000134539, ENSG00000120899, ENSG00000169252, ENSG00000114423, ENSG00000111796, ENSG00000150045, ENSG00000134545	39	323	19357	10.756449948400412	0.014295778179688967	0.0048385386097262026	0.4814163100357304
GOTERM_MF_DIRECT	GO:0004888~transmembrane signaling receptor activity	5	10.869565217391305	0.0007041686603703436	ENSG00000167851, ENSG00000134539, ENSG00000111796, ENSG00000150045, ENSG00000134545	42	187	18913	12.040361599185127	0.08814891676580583	0.09224609450851501	9.224609450851501
UP_SEQ_FEATURE	DOMAIN:C-type lectin	4	8.695652173913043	0.0007756741810777044	ENSG00000134539, ENSG00000111796, ENSG00000150045, ENSG00000134545	43	88	20516	21.687103594080337	0.15300347478307796	0.13817080667960774	13.817080667960774
